the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc,mean_lat,mean_long,location
"MULTIPOLYGON (((144.984587313042 -37.832661526904, 144.984591253817 -37.832641891947, 144.984655960425 -37.832650061256, 144.984652019692 -37.832669695314, 144.984587313042 -37.832661526904)))",20214N,,16265,20201223122254.0,22283.0,Fairlie Court from Anderson Street,-37.83265694046499,144.9846147720036,"(-37.83265694046499, 144.9846147720036)"
"MULTIPOLYGON (((144.943016903548 -37.820548162414, 144.943042064461 -37.820540146287, 144.943062362999 -37.820584183424, 144.943064633489 -37.820589110147, 144.943066264352 -37.820592646901, 144.943066421857 -37.820593081465, 144.943066549293 -37.820593521142, 144.943066628718 -37.820593967576, 144.943066659546 -37.820594417463, 144.943066641547 -37.820594867473, 144.943066574855 -37.820595314274, 144.943066459964 -37.820595754558, 144.943066297724 -37.820596185067, 144.943066089336 -37.820596602614, 144.943065836343 -37.820597004107, 144.943065540617 -37.820597386574, 144.943065204348 -37.820597747185, 144.943064830025 -37.820598083269, 144.943064420419 -37.82059839234, 144.943063978563 -37.820598672108, 144.943063507726 -37.820598920503, 144.943063001429 -37.820599119791, 144.94304828418 -37.820603574006, 144.943047738218 -37.820603757931, 144.943047224828 -37.820603993946, 144.943046739946 -37.820604265038, 144.943046287327 -37.820604569108, 144.943045870477 -37.8206049038, 144.943045492625 -37.820605266522, 144.943045156699 -37.820605654465, 144.943044865299 -37.820606064622, 144.943044620683 -37.820606493818, 144.943044424746 -37.820606938728, 144.943044279006 -37.820607395906, 144.943044190113 -37.820607862352, 144.943016903548 -37.820548162414)))",13574E,,17868,20201223122254.0,23063.0,Seafarer Lane between Bourke Street and Collins Street,-37.820594783037166,144.9430549708015,"(-37.820594783037166, 144.9430549708015)"
"MULTIPOLYGON (((144.945706463215 -37.795741843088, 144.945681007875 -37.795739037966, 144.945690251895 -37.795686492147, 144.94571573905 -37.795689296019, 144.945706463215 -37.795741843088)))",17013W,,17976,20201208141740.0,21229.0,Carroll Street between Canning Street and Erskine Street,-37.7957197024616,144.94569998505,"(-37.7957197024616, 144.94569998505)"
"MULTIPOLYGON (((144.969237928549 -37.808885426878, 144.969214123346 -37.808892381658, 144.969193878332 -37.808848371366, 144.969217664395 -37.808841451406, 144.969237928549 -37.808885426878)))",594E,,17910,20210322134126.0,20145.0,Exhibition Street between Little Lonsdale Street and La Trobe Street,-37.808870611637204,144.96922030463418,"(-37.808870611637204, 144.96922030463418)"
"MULTIPOLYGON (((144.98036876206 -37.833816975952, 144.98037315931 -37.833795645762, 144.980440121485 -37.833804329207, 144.980435724254 -37.833825659399, 144.98036876206 -37.833816975952)))",20614N,,22507,20201223122254.0,22710.0,Domain Road between Hope Street and Millswyn Street,-37.8338119172544,144.9803973058338,"(-37.8338119172544, 144.9803973058338)"
"MULTIPOLYGON (((144.944005731853 -37.820282251008, 144.943978996191 -37.820289708154, 144.94395639216 -37.820238711706, 144.94398312667 -37.820231254546, 144.944005731853 -37.820282251008)))",13608E,,21755,20210302110508.0,23151.0,Merchant Street between Bourke Street and Collins Street,-37.8202648352844,144.94398599574538,"(-37.8202648352844, 144.94398599574538)"
"MULTIPOLYGON (((144.964706806663 -37.817369561005, 144.964683906604 -37.817376160987, 144.964660071133 -37.817323969219, 144.964682889867 -37.817317393069, 144.964706806663 -37.817369561005)))",904E,,17117,20201208141641.0,20162.0,Elizabeth Street between Flinders Street and Flinders Lane,-37.817351329057,144.96468809618602,"(-37.817351329057, 144.96468809618602)"
"MULTIPOLYGON (((144.967024262039 -37.826047990907, 144.96699867285 -37.826055447845, 144.966980483022 -37.826016798677, 144.9670051215 -37.826009622714, 144.967006074371 -37.826009345384, 144.967024262039 -37.826047990907)))",9974N,,17454,20201208141704.0,22826.0,Grant Street between Dodds Street and Sturt Street,-37.82603119940567,144.9670064793035,"(-37.82603119940567, 144.9670064793035)"
"MULTIPOLYGON (((144.93652990336 -37.812791281218, 144.936555347586 -37.812781585318, 144.93658681596 -37.812833562169, 144.936561365992 -37.812843259777, 144.93652990336 -37.812791281218)))",13748E,,23425,20210412110301.0,23224.0,Pearl River Road between Footscray Road and Docklands Drive,-37.81280819394,144.93655266725162,"(-37.81280819394, 144.93655266725162)"
"MULTIPOLYGON (((144.962645434992 -37.812873689757, 144.962623374926 -37.812880066881, 144.962602075619 -37.812833690609, 144.962624126491 -37.812827316935, 144.962645434992 -37.812873689757)))",952E,,9474,20201208140817.0,20167.0,Elizabeth Street between Little Bourke Street and Lonsdale Street,-37.8128576907878,144.962628089404,"(-37.8128576907878, 144.962628089404)"
"MULTIPOLYGON (((144.981011719454 -37.818402171076, 144.981020653009 -37.818350934599, 144.981046057854 -37.818353721389, 144.981037124291 -37.818404958769, 144.981011719454 -37.818402171076)))",15049W,,15435,20201223122254.0,21987.0,Charles Street between Jolimont Street and Palmer Street,-37.81838279138181,144.98102545481237,"(-37.81838279138181, 144.98102545481237)"
"MULTIPOLYGON (((144.950997987442 -37.803953742736, 144.950993911514 -37.803977438515, 144.950937208847 -37.803970808706, 144.950941477236 -37.803947136103, 144.950997987442 -37.803953742736)))",C6384,,11922,20201208141104.0,20980.0,Leveson Street between Victoria Street and Queensberry Street,-37.8039605737592,144.9509737144962,"(-37.8039605737592, 144.9509737144962)"
"MULTIPOLYGON (((144.967185248614 -37.802783287112, 144.967182058134 -37.802800563491, 144.967116713899 -37.80279343363, 144.967119928628 -37.802776143253, 144.967185248614 -37.802783287112)))",12802N,,10278,20201208140902.0,21557.0,Pelham Street between Drummond Street and Lygon Street,-37.8027873429196,144.9671578395778,"(-37.8027873429196, 144.9671578395778)"
"MULTIPOLYGON (((144.953971944872 -37.806350413505, 144.953913084967 -37.806367338601, 144.953902335888 -37.806343664488, 144.953961194616 -37.806326740278, 144.953971944872 -37.806350413505)))",C5576,,12354,20201208141127.0,21384.0,William Street between Rosslyn Street and Victoria Street,-37.8063477140754,144.953944101043,"(-37.8063477140754, 144.953944101043)"
"MULTIPOLYGON (((144.989979451487 -37.809993663468, 144.990046946055 -37.810001070654, 144.990043907537 -37.810018496276, 144.989976303181 -37.810011744175, 144.989979451487 -37.809993663468)))",15713S,,14373,20201208141334.0,22000.0,Victoria Parade between Hoddle Street and Simpson Street,-37.8100037276082,144.9900052119494,"(-37.8100037276082, 144.9900052119494)"
"MULTIPOLYGON (((144.968499117574 -37.810564230564, 144.968319105941 -37.810617149172, 144.968310625772 -37.810599233447, 144.968490782768 -37.810546024476, 144.968499117574 -37.810564230564)))",2841S,,15115,20201208141424.0,20003.0,Lonsdale Street between Exhibition Street and Russell Street,-37.8105781736446,144.9684237499258,"(-37.8105781736446, 144.9684237499258)"
"MULTIPOLYGON (((144.940765290581 -37.813241262878, 144.940740729192 -37.813250637192, 144.940709285505 -37.813198150886, 144.94073384688 -37.813188776578, 144.940765290581 -37.813241262878)))",13785W,STMW3,22761,20210215155431.0,23267.0,Saint Mangos Lane North from Docklands Drive,-37.8132240180824,144.9407428885478,"(-37.8132240180824, 144.9407428885478)"
"MULTIPOLYGON (((144.953513272432 -37.808852214674, 144.953442496799 -37.808872496561, 144.953433322379 -37.808852135464, 144.953504097994 -37.808831853582, 144.953513272432 -37.808852214674)))",7088N,,13536,20201208141235.0,21411.0,Dudley Street between Milton Street and King Street,-37.808852182991004,144.9534812924072,"(-37.808852182991004, 144.9534812924072)"
"MULTIPOLYGON (((144.9837310928 -37.83380452336, 144.983720321115 -37.833857900278, 144.983697857117 -37.833855198622, 144.983708615326 -37.833801899877, 144.9837310928 -37.83380452336)))",20009W,,22931,20210305154209.0,22295.0,Anderson Street between Domain Road and Acland Street,-37.833824809099404,144.9837177958316,"(-37.833824809099404, 144.9837177958316)"
"MULTIPOLYGON (((144.961813219031 -37.817353830051, 144.961757014873 -37.817370007396, 144.961746996922 -37.817348064288, 144.961803156117 -37.817331869047, 144.961813219031 -37.817353830051)))",C1060,,19974,20201208141943.0,20171.0,Queen Street between Flinders Lane and Collins Street,-37.817351520166596,144.9617867211948,"(-37.817351520166596, 144.9617867211948)"
"MULTIPOLYGON (((144.951084721505 -37.806460966323, 144.95103178728 -37.806476136652, 144.951021126281 -37.806453007228, 144.951036854493 -37.806448471331, 144.951037082281 -37.806448407706, 144.951068130986 -37.806439539686, 144.951068352286 -37.806439464233, 144.951068569219 -37.806439382396, 144.95106878403 -37.806439295115, 144.951068996572 -37.806439207795, 144.951074113132 -37.806437740493, 144.951084721505 -37.806460966323)))",6201W,,15251,20201208141433.0,21376.0,Eades Place between Stanley Street and Roden Street,-37.80644854877342,144.95105943663083,"(-37.80644854877342, 144.95105943663083)"
"MULTIPOLYGON (((144.956114175966 -37.809227303264, 144.956110205599 -37.809248329065, 144.95604764868 -37.809243017606, 144.956051395937 -37.809222051017, 144.956114175966 -37.809227303264)))",C6960,EA147,1820,20201223122240.0,,,-37.8092336008432,144.9560875204296,"(-37.8092336008432, 144.9560875204296)"
"MULTIPOLYGON (((144.980968238985 -37.833872733583, 144.981033848794 -37.833881222274, 144.981029460789 -37.83390255355, 144.980963850961 -37.833894064856, 144.980968238985 -37.833872733583)))",GO GET,,22516,20201223122254.0,22227.0,Domain Road between Millswyn Street and Park Street,-37.8338846615692,144.9809927277028,"(-37.8338846615692, 144.9809927277028)"
"MULTIPOLYGON (((144.982909549322 -37.813419827267, 144.98293537921 -37.813422589373, 144.982926443161 -37.813473993631, 144.982900678121 -37.813471227227, 144.982909549322 -37.813419827267)))",12009W,IAW3,7892,20201223122252.0,21902.0,Clarendon Street between Hotham Street and Gipps Street,-37.813441492953,144.9829163198272,"(-37.813441492953, 144.9829163198272)"
"MULTIPOLYGON (((144.961386940694 -37.816425977305, 144.961329339109 -37.816442679075, 144.96131881235 -37.816419832254, 144.961376412809 -37.816403129568, 144.961386940694 -37.816425977305)))",C1084,,20222,20201208142001.0,20172.0,Queen Street between Collins Street and Little Collins Street,-37.8164235191014,144.96135968913117,"(-37.8164235191014, 144.96135968913117)"
"MULTIPOLYGON (((144.948416547248 -37.818947518939, 144.948418699016 -37.819003803153, 144.948391784295 -37.819004425499, 144.948389670043 -37.818948141037, 144.948416547248 -37.818947518939)))",13331W,,20475,20201208142021.0,22802.0,Batmans Hill Drive between Bourke Street and Collins Street,-37.818970281513394,144.94840664957002,"(-37.818970281513394, 144.94840664957002)"
"MULTIPOLYGON (((144.956688930507 -37.815040919437, 144.956630363279 -37.815057667938, 144.95662391211 -37.815043375098, 144.956682523198 -37.815026724688, 144.956688930507 -37.815040919437)))",2613S,,9996,20201208140845.0,20061.0,Little Bourke Street between William Street and King Street,-37.815041921319605,144.9566629319202,"(-37.815041921319605, 144.9566629319202)"
"MULTIPOLYGON (((144.948441860052 -37.804971378331, 144.948413758996 -37.804968183423, 144.948420188785 -37.80493161582, 144.94844830184 -37.804934746049, 144.948441860052 -37.804971378331)))",7642N,,11019,20201208141001.0,20994.0,Victoria Street between Errol Street and Curzon Street,-37.80495546039081,144.948433193945,"(-37.80495546039081, 144.948433193945)"
"MULTIPOLYGON (((144.957453412986 -37.811538156566, 144.95739686059 -37.811554569158, 144.957388534679 -37.811536136275, 144.957452523303 -37.811517558287, 144.957460852461 -37.81153599753, 144.957453412986 -37.811538156566)))",3873S,,8758,20201208140735.0,22615.0,La Trobe Street between Wills Street and William Street,-37.811536762397004,144.95743426616752,"(-37.811536762397004, 144.95743426616752)"
"MULTIPOLYGON (((144.969042017107 -37.808681663156, 144.968984471379 -37.808698475185, 144.968972401622 -37.808672238299, 144.969029946197 -37.808655426256, 144.969042017107 -37.808681663156)))",C620,,17915,20210322134126.0,20145.0,Exhibition Street between Little Lonsdale Street and La Trobe Street,-37.8086778932104,144.9690141706824,"(-37.8086778932104, 144.9690141706824)"
"MULTIPOLYGON (((144.983285092559 -37.811342824388, 144.983258810147 -37.811340229445, 144.983269225513 -37.81127722797, 144.983295740044 -37.811279598888, 144.983285092559 -37.811342824388)))",12075W,IAW6,3559,20201223122245.0,21860.0,Clarendon Street between Grey Street and Albert Street,-37.8113165410158,144.9832787921644,"(-37.8113165410158, 144.9832787921644)"
"MULTIPOLYGON (((144.962523897587 -37.826251660457, 144.962546301149 -37.826268258481, 144.96250828767 -37.826300628669, 144.962485917857 -37.826284001483, 144.962523897587 -37.826251660457)))",9053S,779B,21087,20201208142103.0,22053.0,Balston Street between Kavanagh Street and Southern Link Road,-37.826271241909396,144.96251766037,"(-37.826271241909396, 144.96251766037)"
"MULTIPOLYGON (((144.98260046629 -37.815382785352, 144.982591491309 -37.815435182897, 144.98256578318 -37.815432763441, 144.982574749076 -37.815380116116, 144.98260046629 -37.815382785352)))",11937W,IAW1,4509,20201223122246.0,21937.0,Clarendon Street between Wellington Parade and George Street,-37.8154027266316,144.982586591229,"(-37.8154027266316, 144.982586591229)"
"MULTIPOLYGON (((144.958731981128 -37.805109487788, 144.95870851662 -37.805116289549, 144.958687084411 -37.805069746251, 144.958710548931 -37.805062943593, 144.958731981128 -37.805109487788)))",4685Wa,,10888,20201208140951.0,21113.0,Elizabeth Street between Victoria Street and Queensberry Street,-37.805093590993806,144.95871402244362,"(-37.805093590993806, 144.95871402244362)"
"MULTIPOLYGON (((144.944164471607 -37.820851772796, 144.944138001686 -37.820859717643, 144.944111989235 -37.820805119204, 144.944111501418 -37.820803743607, 144.94411132277 -37.820802321142, 144.944111457743 -37.820800896042, 144.944111560987 -37.820800573422, 144.944111764694 -37.820799905606, 144.944112038401 -37.820799253431, 144.944112381959 -37.820798622301, 144.944112790701 -37.820798016641, 144.944113263391 -37.820797440034, 144.944113795338 -37.820796897805, 144.944114383034 -37.820796393497, 144.944115022999 -37.820795929754, 144.944115710566 -37.820795510999, 144.944116439981 -37.820795139836, 144.944117205468 -37.820794819769, 144.944118003596 -37.820794551638, 144.944121479253 -37.820793510194, 144.944135034743 -37.82078998179, 144.944136201591 -37.820792433527, 144.944164471607 -37.820851772796)))",13105W,,21748,20210302110508.0,23151.0,Merchant Street between Bourke Street and Collins Street,-37.820804970585826,144.94412131707688,"(-37.820804970585826, 144.94412131707688)"
"MULTIPOLYGON (((144.956945793276 -37.803029060769, 144.956924652103 -37.80298339184, 144.956947617966 -37.802976819686, 144.956968759153 -37.803022488612, 144.956945793276 -37.803029060769)))",5141W,,10923,20201208140956.0,21116.0,O'Connell Street between Queensberry Street and Peel Street,-37.803008164335196,144.95694652315478,"(-37.803008164335196, 144.95694652315478)"
"MULTIPOLYGON (((144.956091540565 -37.809502243814, 144.956100958525 -37.809522535042, 144.95581238582 -37.809605793188, 144.955803072116 -37.809585472207, 144.956091540565 -37.809502243814)))",6865W,,18926,20201208141837.0,21527.0,Franklin Street between Queen Street and William Street,-37.809543657613,144.9559798995182,"(-37.809543657613, 144.9559798995182)"
"MULTIPOLYGON (((144.945651396919 -37.79606386212, 144.945624388435 -37.796060873087, 144.945633021866 -37.79601180057, 144.945659601347 -37.79601473796, 144.945651396919 -37.79606386212)))",17001W,,17971,20201208141740.0,21229.0,Carroll Street between Canning Street and Erskine Street,-37.7960430271714,144.94564396109718,"(-37.7960430271714, 144.94564396109718)"
"MULTIPOLYGON (((144.961165222487 -37.814759898731, 144.961108727966 -37.814776375362, 144.961100674055 -37.814758869349, 144.961157230726 -37.814742528073, 144.961165222487 -37.814759898731)))",2396N,,9197,20201208140802.0,20084.0,Bourke Street between Elizabeth Street and Queen Street,-37.81475951404919,144.9611394155442,"(-37.81475951404919, 144.9611394155442)"
"MULTIPOLYGON (((144.97000671402 -37.809987555582, 144.970032532919 -37.809979997328, 144.970054120346 -37.810025536486, 144.970028245332 -37.8100331109, 144.97000671402 -37.809987555582)))",C2768,,8996,20201208140751.0,20001.0,Lonsdale Street between Spring Street and Exhibition Street,-37.8100027511756,144.9700256653274,"(-37.8100027511756, 144.9700256653274)"
"MULTIPOLYGON (((144.955915054797 -37.809202547579, 144.955911277209 -37.809222594438, 144.955848534456 -37.809217432848, 144.955852262138 -37.80919734277, 144.955915054797 -37.809202547579)))",C6910,EA173,1824,20201223122240.0,,,-37.809208493042796,144.95588843667943,"(-37.809208493042796, 144.95588843667943)"
"MULTIPOLYGON (((144.949721993718 -37.819584191571, 144.949759333095 -37.819631551381, 144.949734491348 -37.819643875815, 144.949697151982 -37.819596515999, 144.949721993718 -37.819584191571)))",13369W,,21284,20201208142115.0,22941.0,Village Street between Bourke Street and Collins Street,-37.8196080652674,144.94972699277218,"(-37.8196080652674, 144.94972699277218)"
"MULTIPOLYGON (((144.954866874161 -37.817799587192, 144.954809060698 -37.817816178421, 144.95480128592 -37.817798768766, 144.954858944526 -37.817782190171, 144.954866874161 -37.817799587192)))",2311S,,15704,20201208141502.0,20105.0,Little Collins Street between King Street and Spencer Street,-37.8177992623484,144.9548406078932,"(-37.8177992623484, 144.9548406078932)"
"MULTIPOLYGON (((144.95843330064 -37.807605660601, 144.958369495584 -37.807624222532, 144.958360137377 -37.807603973966, 144.958423942418 -37.807585412039, 144.95843330064 -37.807605660601)))",7037S,,14051,20201208141307.0,21629.0,Therry Street between Elizabeth Street and Queen Street,-37.8076049859478,144.9584040353318,"(-37.8076049859478, 144.9584040353318)"
"MULTIPOLYGON (((144.974628272769 -37.814498398226, 144.974605319284 -37.814504938865, 144.974580171227 -37.814450836669, 144.974603153305 -37.814444288416, 144.974628272769 -37.814498398226)))",20E,,9423,20201208140814.0,20196.0,Spring Street between Flinders Street and Flinders Lane,-37.8144793720804,144.9746090378708,"(-37.8144793720804, 144.9746090378708)"
"MULTIPOLYGON (((144.969766767593 -37.829164561436, 144.969729442013 -37.829175416762, 144.969747593983 -37.829122719984, 144.969784920694 -37.829111863771, 144.969766767593 -37.829164561436)))",9283S,,20303,20210302110500.0,22103.0,Coventry Street between St Kilda Road and Wells Street,-37.8291478246778,144.9697590983752,"(-37.8291478246778, 144.9697590983752)"
"MULTIPOLYGON (((144.955473280155 -37.804226036302, 144.955468791035 -37.804251010156, 144.955407464501 -37.804244070612, 144.955411953641 -37.804219096761, 144.955473280155 -37.804226036302)))",C5778,,23262,20210329125741.0,20945.0,Capel Street between Victoria Street and Queensberry Street,-37.8042332500266,144.9554469538974,"(-37.8042332500266, 144.9554469538974)"
"MULTIPOLYGON (((144.960130618473 -37.807844957727, 144.960108064076 -37.807851473628, 144.960084796217 -37.807800666861, 144.960107338062 -37.807794152549, 144.960130618473 -37.807844957727)))",4003W,,23746,20210517135824.0,21631.0,Elizabeth Street between Franklin Street and Therry Street,-37.8078272416984,144.9601122870602,"(-37.8078272416984, 144.9601122870602)"
"MULTIPOLYGON (((144.97901471881 -37.817014813734, 144.978990930278 -37.817012429143, 144.978998897888 -37.81696587228, 144.979022712927 -37.816968533986, 144.97901471881 -37.817014813734)))",15068E,,5651,20201223122248.0,21972.0,Jolimont Road between Brunton Avenue and Wellington Parade South,-37.8169952925754,144.9790083957426,"(-37.8169952925754, 144.9790083957426)"
"MULTIPOLYGON (((144.937480039169 -37.814309509047, 144.937509530376 -37.814358247354, 144.937485463901 -37.814367402551, 144.937456012445 -37.814318664935, 144.937480039169 -37.814309509047)))",13724E,,23439,20210412110301.0,23224.0,Pearl River Road between Footscray Road and Docklands Drive,-37.8143326665868,144.93748221701202,"(-37.8143326665868, 144.93748221701202)"
"MULTIPOLYGON (((144.965037931687 -37.798408057213, 144.965029347948 -37.79845713935, 144.964998086548 -37.798453786572, 144.96500772117 -37.798404816318, 144.965037931687 -37.798408057213)))",C9150,,11252,20201208141017.0,20812.0,Faraday Street between Cardigan Street and Swanston Street,-37.7984263713332,144.965022203808,"(-37.7984263713332, 144.965022203808)"
"MULTIPOLYGON (((144.976056471818 -37.815265098975, 144.976053214475 -37.815283169269, 144.975985869877 -37.815275850321, 144.975989065575 -37.815257750131, 144.976056471818 -37.815265098975)))",12518N,,23967,20210531120655.0,21967.0,Wellington Parade between Lansdowne Street and Spring Street,-37.8152693935342,144.97602821871257,"(-37.8152693935342, 144.97602821871257)"
"MULTIPOLYGON (((144.954518803564 -37.80579966209, 144.954514993123 -37.805820687919, 144.954510979096 -37.805820236996, 144.954436334238 -37.805811845394, 144.954440112357 -37.805790756825, 144.954518803564 -37.80579966209)))",7585S,,11860,20201208141100.0,20951.0,Victoria Street between Capel Street and Howard Street,-37.805807141885666,144.95449000432367,"(-37.805807141885666, 144.95449000432367)"
"MULTIPOLYGON (((144.970631568881 -37.828913025392, 144.970594202216 -37.828923896509, 144.970603240021 -37.828873737899, 144.970640593377 -37.828862936842, 144.970631568881 -37.828913025392)))",9247S,,13778,20201208141249.0,22103.0,Coventry Street between St Kilda Road and Wells Street,-37.828897324406796,144.9706202346752,"(-37.828897324406796, 144.9706202346752)"
"MULTIPOLYGON (((144.947982997416 -37.80323055868, 144.947973581258 -37.803284989591, 144.947946857542 -37.803282282685, 144.947956586668 -37.803227870748, 144.947982997416 -37.80323055868)))",10119W,,14328,20201208141331.0,20998.0,Curzon Street between Elm Street and Queensberry Street,-37.803251252076805,144.94796860406,"(-37.803251252076805, 144.94796860406)"
"MULTIPOLYGON (((144.955407312877 -37.813171201533, 144.955469204208 -37.813153611968, 144.955476648489 -37.813170185866, 144.955415023483 -37.813187962097, 144.955407312877 -37.813171201533)))",3529S,,22898,20210302120234.0,20046.0,Little Lonsdale Street between William Street and King Street,-37.8131708325994,144.95543510038678,"(-37.8131708325994, 144.95543510038678)"
"MULTIPOLYGON (((144.9531701905 -37.808950531067, 144.95310187052 -37.80897011016, 144.953092693913 -37.808949749, 144.953161015012 -37.808930169931, 144.9531701905 -37.808950531067)))",7098N,,13532,20201208141235.0,21411.0,Dudley Street between Milton Street and King Street,-37.808950218245,144.953139192089,"(-37.808950218245, 144.953139192089)"
"MULTIPOLYGON (((144.971023207996 -37.829371163148, 144.971045755893 -37.829371107452, 144.971046137259 -37.829425164692, 144.971023418924 -37.829425220154, 144.971023207996 -37.829371163148)))",7815W,,14619,20201208141356.0,22092.0,St Kilda Road between Coventry Street and Dorcas Street,-37.82939276371879,144.97103234561362,"(-37.82939276371879, 144.97103234561362)"
"MULTIPOLYGON (((144.955796783085 -37.818052719046, 144.955733763429 -37.818070788385, 144.955727163198 -37.818056543379, 144.955790134531 -37.818038372273, 144.955796783085 -37.818052719046)))",2097S,,9699,20201208140829.0,20433.0,Francis Street between King Street and Spencer Street,-37.818054228425794,144.9557689254656,"(-37.818054228425794, 144.9557689254656)"
"MULTIPOLYGON (((144.953993389726 -37.80639763733, 144.953934552716 -37.806414554723, 144.953923823404 -37.80639094584, 144.953982667308 -37.806374024968, 144.953993389726 -37.80639763733)))",C5568,,12352,20201208141126.0,21384.0,William Street between Rosslyn Street and Victoria Street,-37.8063949600382,144.95396556457598,"(-37.8063949600382, 144.95396556457598)"
"MULTIPOLYGON (((144.986319356364 -37.830584286795, 144.986329876478 -37.830531839804, 144.986352975737 -37.830534754578, 144.986342455639 -37.830587201572, 144.986319356364 -37.830584286795)))",20368E,,16041,20201223122254.0,22273.0,Walsh Street between Clowes Street and Alexandra Avenue,-37.83056447390881,144.98633280411642,"(-37.83056447390881, 144.98633280411642)"
"MULTIPOLYGON (((144.957754525283 -37.818130048492, 144.957499194773 -37.8182033882, 144.957490994171 -37.818185453154, 144.957754565305 -37.81810938976, 144.957762924387 -37.818127635739, 144.957762843074 -37.818127659561, 144.957754525283 -37.818130048492)))","2057S,2055",,9106,20201208140757.0,20118.0,Collins Street between William Street and King Street,-37.81814480334258,144.95768279603942,"(-37.81814480334258, 144.95768279603942)"
"MULTIPOLYGON (((144.964854096233 -37.798388364511, 144.96484441391 -37.798437331223, 144.9648142103 -37.798434128248, 144.964823846224 -37.798385156231, 144.964854096233 -37.798388364511)))",C9130,,11247,20201208141017.0,20812.0,Faraday Street between Cardigan Street and Swanston Street,-37.7984066689448,144.96483813258,"(-37.7984066689448, 144.96483813258)"
"MULTIPOLYGON (((144.979485707282 -37.81831789541, 144.979481904718 -37.818340778644, 144.979413244529 -37.818333597658, 144.979417048249 -37.818310714446, 144.979485707282 -37.81831789541)))",15108N,,15398,20201223122253.0,21979.0,Jolimont Street between Agnes Street and Jolimont Lane,-37.818324176313595,144.97945672241204,"(-37.818324176313595, 144.97945672241204)"
"MULTIPOLYGON (((144.98856276599 -37.81881614556, 144.988553488048 -37.818871134697, 144.988525863489 -37.81886820166, 144.988535141475 -37.818813211625, 144.98856276599 -37.81881614556)))",15273W,,15314,20201223122253.0,21961.0,Berry Street between Wellington Parade South and Vale Street South,-37.8188369678204,144.98854800499842,"(-37.8188369678204, 144.98854800499842)"
"MULTIPOLYGON (((144.969532818648 -37.829109846623, 144.969500291448 -37.829119322925, 144.969538199061 -37.829058970775, 144.969568263446 -37.829050224295, 144.969532818648 -37.829109846623)))",9294N,,13749,20201208141247.0,22103.0,Coventry Street between St Kilda Road and Wells Street,-37.829089642248206,144.96953447825018,"(-37.829089642248206, 144.96953447825018)"
"MULTIPOLYGON (((144.949369077049 -37.80565295453, 144.949388869026 -37.805706274765, 144.949361519123 -37.805713442256, 144.949340481972 -37.805659272153, 144.949369077049 -37.80565295453)))",7326E,,2003,20201223122240.0,22834.0,King Street between Roden Street and Victoria Street,-37.805676979646805,144.9493658048438,"(-37.805676979646805, 144.9493658048438)"
"MULTIPOLYGON (((144.986343276662 -37.830101656098, 144.98635332111 -37.830045429539, 144.98637641526 -37.830048025203, 144.986366370829 -37.830104251765, 144.986343276662 -37.830101656098)))",20409W,,16046,20201223122254.0,22273.0,Walsh Street between Clowes Street and Alexandra Avenue,-37.8300802037406,144.9863565321046,"(-37.8300802037406, 144.9863565321046)"
"MULTIPOLYGON (((144.986416098301 -37.830220070814, 144.986405578302 -37.830272517819, 144.986382479122 -37.830269603057, 144.986392999137 -37.830217156055, 144.986416098301 -37.830220070814)))",20380E,,16035,20201223122254.0,22273.0,Walsh Street between Clowes Street and Alexandra Avenue,-37.8302398837118,144.98640265063258,"(-37.8302398837118, 144.98640265063258)"
"MULTIPOLYGON (((144.957572477651 -37.817004457068, 144.957523724608 -37.817018339274, 144.957515558088 -37.81700036697, 144.957564312257 -37.816986484787, 144.957572477651 -37.817004457068)))",2255S,,12719,20201208141151.0,20103.0,Little Collins Street between William Street and King Street,-37.817002821033405,144.95754971005098,"(-37.817002821033405, 144.95754971005098)"
"MULTIPOLYGON (((144.987013706733 -37.831560351646, 144.987002862858 -37.83161410347, 144.986978586081 -37.831611022695, 144.986989429973 -37.831557270874, 144.987013706733 -37.831560351646)))",20471W,,16121,20201223122254.0,22290.0,Airlie Street between Clowes Street and The Righi,-37.831580620066205,144.98699965847558,"(-37.831580620066205, 144.98699965847558)"
"MULTIPOLYGON (((144.971102195037 -37.826532770232, 144.971109632703 -37.826586509321, 144.971084829969 -37.826588945837, 144.971077389679 -37.826535178765, 144.971102195037 -37.826532770232)))",7859W,,20672,20201208142036.0,22702.0,St Kilda Road between Wadey Street and Anzac Avenue,-37.826555234877404,144.97109524848503,"(-37.826555234877404, 144.97109524848503)"
"MULTIPOLYGON (((144.950762038332 -37.811411018731, 144.950736544235 -37.811418287299, 144.950713155945 -37.811367514519, 144.950738761247 -37.811360126233, 144.950762038332 -37.811411018731)))",1562E,,15272,20201208141434.0,21499.0,Spencer Street between Jeffcott Street and Batman Street,-37.81139359310261,144.95074250761817,"(-37.81139359310261, 144.95074250761817)"
"MULTIPOLYGON (((144.956954611787 -37.809341755459, 144.95698383533 -37.809345098492, 144.956975508571 -37.809393301193, 144.956946286144 -37.809389958176, 144.956954611787 -37.809341755459)))",C6764,,18950,20201208141838.0,,,-37.8093623737558,144.95696297072382,"(-37.8093623737558, 144.95696297072382)"
