marker_id,maximum_stay,cost_per_hour
1738N,60,550
1807S,30,540
1803S,30,540
1802N,30,540
1815S,30,540
1806N,30,540
1813S,30,540
1811S,30,540
1799S,30,540
1804N,30,540
1809S,30,540
1801S,30,540
13683W,120,320
13703W,120,320
13685W,120,320
13701W,120,320
13693W,120,320
13689W,120,320
13681W,120,320
13695W,120,320
13707W,120,320
13675W,120,320
13697W,120,320
13679W,120,320
13673W,120,320
13705W,120,320
13691W,120,320
13699W,120,320
13687W,120,320
13677W,120,320
9516N,120,320
9523S,120,320
9509S,120,320
9506N,120,320
9513S,120,320
9512N,120,320
9500N,120,320
9498N,120,320
9510N,120,320
9504N,120,320
9517S,120,320
9515S,120,320
9511S,120,320
9508N,120,320
9521S,120,320
9496N,120,320
9519S,120,320
9502N,120,320
1514E,30,540
1518E,30,540
1512E,30,540
1516E,30,540
1540E,30,540
1546E,30,540
1542E,30,540
1544E,30,540
1537W,30,540
C1048,60,550
979W,60,550
C1000,60,550
983W,60,550
C1046,60,550
C1044,60,550
975W,60,550
C1036,60,550
C996,60,550
987W,60,550
C1004,60,550
C1040,60,550
C1032,60,550
977W,60,550
C988,60,550
C986,60,550
985W,60,550
973W,60,550
C1016,60,550
C1012,60,550
994E,60,550
C1020,60,550
989W,60,550
C1050,60,550
C992,60,550
998E,60,550
C1024,60,550
C1028,60,550
C1008,60,550
981W,60,550
1984N,30,540
1982N,30,540
2002N,30,540
1988N,30,540
1978N,30,540
1979SA,30,540
1973S,30,540
2000N,30,540
1979S,30,540
1980N,30,540
1975S,30,540
1986N,30,540
7903W,120,320
7909W,120,320
7907W,120,320
7911W,120,320
7905W,120,320
7901W,120,320
11708E,120,320
11705W,120,320
11712E,120,320
11700E,120,320
11701W,120,320
11704E,120,320
11720E,120,320
11716E,120,320
11726E,120,320
11714E,120,320
11710E,120,320
11724E,120,320
11707W,120,320
11702E,120,320
11718E,120,320
11722E,120,320
11703W,120,320
11709W,120,320
5256E,30,320
5271W,30,320
5258E,30,320
5261W,30,320
5274E,30,320
5271W,30,320
5292E,30,320
5268E,30,320
5267W,30,320
5260E,30,320
5282E,30,320
5261W,30,320
5263W,30,320
5265W,30,320
5259W,30,320
5255W,30,320
5272E,30,320
5257W,30,320
5263W,30,320
5259W,30,320
5278E,30,320
5266E,30,320
5257W,30,320
5288E,30,320
5264E,30,320
5267W,30,320
5280E,30,320
5269W,30,320
5265W,30,320
5271W,30,320
5255W,30,320
5286E,30,320
5276E,30,320
5261W,30,320
5269W,30,320
5270E,30,320
5290E,30,320
5220E,30,320
11789W,120,320
11797W,120,320
11782E,120,320
11783W,120,320
11793W,120,320
11795W,120,320
11780E,120,320
11786E,120,320
11787W,120,320
11791W,120,320
11788E,120,320
11784E,120,320
11785W,120,320
7574N,60,320
7584N,60,320
7578N,60,320
7576N,60,320
7568N,60,320
7590N,60,320
7580N,60,320
7575S,60,320
7579S,60,320
7573S,60,320
7586N,60,320
7582N,60,320
7570N,60,320
7566N,60,320
7585S,60,320
7572N,60,320
7577S,60,320
7588N,60,320
2488N,30,540
2490N,30,540
2483S,30,540
2481S,30,540
2479S,30,540
2489S,30,540
2473S,30,540
2485S,30,540
2476N,30,540
2487S,30,540
2475S,30,540
2486N,30,540
2477S,30,540
13588E,120,320
13586E,120,320
13584E,120,320
4392E,30,540
4384E,30,540
4390E,30,540
4388E,30,540
4380E,30,540
4382E,30,540
4386E,30,540
491W,120,550
13825S,180,200
13817S,180,200
13819S,180,200
13821S,180,200
13823S,180,200
1814E,60,550
1265W,60,550
1812E,60,550
1808E,60,550
1263W,60,550
1816E,60,550
1810E,60,550
C1160,30,540
C1186,30,540
C1154,30,540
C1172,30,540
1157W,30,540
C1170,30,540
1177W,30,540
C1164,30,540
C1158,30,540
1175W,30,540
C1176,30,540
C1174,30,540
1198E,30,540
C1182,30,540
C1150,30,540
C1190,30,540
C1156,30,540
1155W,30,540
C1152,30,540
C1166,30,540
1194E,30,540
C1162,30,540
1188E,30,540
1200E,30,540
C1178,30,540
C1168,30,540
1192E,30,540
12262N,60,320
12264N,60,320
12260N,60,320
12265S,60,320
12263S,60,320
12267S,60,320
1609S,120,550
1617S,120,550
1613S,120,550
1607S,120,550
1611S,120,550
1615S,120,550
1603S,120,550
1601S,120,550
1605S,120,550
8873W,120,550
8879W,120,550
8875W,120,550
8871W,120,550
8877W,120,550
13092N,120,320
13094N,120,320
13059S,120,320
13090N,120,320
13063S,120,320
13061S,120,320
9953S,180,200
9943S,180,200
9978N,180,200
9936N,180,200
9968N,180,200
9934N,180,200
9956N,180,200
9980N,180,200
9948N,180,200
9942N,180,200
9947S,180,200
9976N,180,200
9945S,180,200
9935S,180,200
9958N,180,200
9930N,180,200
9938N,180,200
9960N,180,200
9940N,180,200
9950N,180,200
9970N,180,200
9937S,180,200
9939S,180,200
9982N,180,200
9932N,180,200
9949S,180,200
9946N,180,200
9955S,180,200
9964N,180,200
9954N,180,200
9951S,180,200
9972N,180,200
9966N,180,200
9944N,180,200
9941S,180,200
9974N,180,200
9962N,180,200
9952N,180,200
C5422,120,320
5437W,120,320
5415W,120,320
5419W,120,320
5435W,120,320
C5426,120,320
C5438,120,320
C5430,120,320
5417W,120,320
C5434,120,320
C5424,120,320
C5420,120,320
C5418,120,320
11899W,60,320
11890E,60,320
11885W,60,320
11886E,60,320
11874E,60,320
11882E,60,320
11889W,60,320
11888E,60,320
11897W,60,320
11884E,60,320
11894E,60,320
11870E,60,320
11878E,60,320
11872E,60,320
11892E,60,320
11883W,60,320
11880E,60,320
11876E,60,320
11896E,60,320
11893W,60,320
11901W,60,320
11887W,60,320
11895W,60,320
11891W,60,320
12063W,120,320
12042E,120,320
12069W,120,320
12043W,120,320
12055W,120,320
12071W,120,320
12044E,120,320
12046E,120,320
12047W,120,320
12049W,120,320
12067W,120,320
12061W,120,320
12057W,120,320
12045W,120,320
12041W,120,320
12065W,120,320
12053W,120,320
12051W,120,320
12059W,120,320
1384E,120,550
1687W,120,550
1689W,120,550
1400E,120,550
1393W,120,550
1397W,120,550
1396E,120,550
1395W,120,550
1388E,120,550
1685W,120,550
1394E,120,550
1392E,120,550
1390E,120,550
1386E,120,550
1398E,120,550
2604N,60,550
2602N,60,550
2601S,60,550
2615S,60,550
2591S,60,550
2616N,60,550
2614N,60,550
2594N,60,550
2608N,60,550
2605S,60,550
2593S,60,550
2596N,60,550
2595S,60,550
2592N,60,550
2603S,60,550
2599S,60,550
2613S,60,550
2597S,60,550
2606N,60,550
C822,30,540
C790,30,540
C810,30,540
C798,30,540
791W,30,540
C802,30,540
797W,30,540
785W,30,540
C828,30,540
C814,30,540
C826,30,540
812E,30,540
816E,30,540
C782,30,540
C806,30,540
793W,30,540
787W,30,540
C786,30,540
C794,30,540
795W,30,540
C818,30,540
789W,30,540
C824,30,540
C830,30,540
8480E,120,320
8487W,120,320
8496E,120,320
8497W,120,320
8488E,120,320
8489W,120,320
8482E,120,320
8478E,120,320
8473W,120,320
8483W,120,320
8468E,120,320
8490E,120,320
8498E,120,320
8475W,120,320
8476E,120,320
8502E,120,320
8467W,120,320
8500E,120,320
8479W,120,320
8465W,120,320
8504E,120,320
8491W,120,320
8493W,120,320
8471W,120,320
8466E,120,320
8484E,120,320
8485W,120,320
8495W,120,320
8499W,120,320
8501W,120,320
8469W,120,320
8481W,120,320
8494E,120,320
8474E,120,320
1464E,60,550
1480E,60,550
1475W,60,550
1472E,60,550
1468E,60,550
1477W,60,550
1462E,60,550
1466E,60,550
1465W,60,550
1463W,60,550
1478E,60,550
1461W,60,550
1473W,60,550
1470E,60,550
1787S,30,540
1789S,30,540
1785S,30,540
2238N,60,550
2240N,60,550
2245S,60,550
2230N,60,550
2244N,60,550
2234N,60,550
2228N,60,550
2232N,60,550
2225S,60,550
2243S,60,550
2242N,60,550
2227S,60,550
13219S,120,320
13216N,120,320
13203S,120,320
13222N,120,320
13215S,120,320
13205S,120,320
13217S,120,320
13209S,120,320
13210N,120,320
13211S,120,320
13208N,120,320
13224N,120,320
13212N,120,320
13204N,120,320
13206N,120,320
13221S,120,320
13213S,120,320
13207S,120,320
13218N,120,320
13201S,120,320
13223S,120,320
13214N,120,320
13220N,120,320
8222E,660,80
8228E,660,80
8234E,660,80
8230E,660,80
8226E,660,80
8224E,660,80
8220E,660,80
8240E,660,80
8232E,660,80
8238E,660,80
8236E,660,80
4099W,30,540
4101W,30,540
4005W,30,540
4003W,30,540
1358E,60,550
1356E,60,550
1355W,60,550
1362E,60,550
1351W,60,550
1353W,60,550
1360E,60,550
1364E,60,550
1528E,120,550
1536E,120,550
1530E,120,550
1534E,120,550
1526E,120,550
1532E,120,550
2350N,60,550
2340N,60,550
2337S,60,550
2343S,60,550
2348N,60,550
2345S,60,550
2342N,60,550
2344N,60,550
2334N,60,550
2336N,60,550
2346N,60,550
2339S,60,550
2341S,60,550
2338N,60,550
2254N,30,540
2250N,30,540
2275S,30,540
2249S,30,540
2258N,30,540
2251S,30,540
2253S,30,540
2256N,30,540
2273S,30,540
2260N,30,540
2252N,30,540
2248N,30,540
2255S,30,540
8503W,120,550
8532E,120,550
8536E,120,550
8509W,120,550
8526E,120,550
8530E,120,550
8528E,120,550
8505W,120,550
8524E,120,550
8534E,120,550
8511W,120,550
8432E,60,320
8428E,60,320
8426E,60,320
8436E,60,320
8424E,60,320
8430E,60,320
8431W,60,320
8433W,60,320
8434E,60,320
3586N,180,550
3597S,180,550
3595S,180,550
3572N,180,550
3564N,180,550
3591S,180,550
3576N,180,550
3593S,180,550
3574N,180,550
3584N,180,550
3588N,180,550
3594N,180,550
3578N,180,550
3596N,180,550
3566N,180,550
3598N,180,550
3568N,180,550
1435W,60,550
1425W,60,550
1427W,60,550
1433W,60,550
1429W,60,550
1431W,60,550
1437W,60,550
2129S,60,550
2137S,60,550
5317W,120,550
5321W,120,550
5313W,120,550
5315W,120,550
5319W,120,550
5323W,120,550
1859S,30,540
1849S,30,540
1847S,30,540
1857S,30,540
1855S,30,540
1851S,30,540
1853S,30,540
1861S,30,540
1858N,30,540
1863S,30,540
2627S,120,550
2635S,120,550
2623S,120,550
2625S,120,550
1501W,60,550
1497W,60,550
1499W,60,550
1495W,60,550
1493W,60,550
4586E,120,550
4588E,120,550
4594E,120,550
4590E,120,550
4592E,120,550
2221S,30,540
2208N,30,540
2202N,30,540
2204N,30,540
2200N,30,540
2217S,30,540
2206N,30,540
2219S,30,540
13709W,180,200
13713W,180,200
13711W,180,200
13488E,120,320
13472E,120,320
13484E,120,320
13470E,120,320
13468E,120,320
13478E,120,320
13476E,120,320
13486E,120,320
13480E,120,320
13482E,120,320
13474E,120,320
13827S,180,200
13835S,180,200
13829S,180,200
13831S,180,200
13833S,180,200
53W,120,550
63W,120,550
55W,120,550
61W,120,550
57W,120,550
59W,120,550
3488N,60,550
3465S,60,550
3498N,60,550
3471S,60,550
3490N,60,550
3470N,60,550
3482N,60,550
3494N,60,550
3467S,60,550
3463S,60,550
3466N,60,550
3496N,60,550
3492N,60,550
3500N,60,550
3480N,60,550
3502N,60,550
3464N,60,550
3469S,60,550
3468N,60,550
13518E,120,320
13413W,120,320
13409W,120,320
13520E,120,320
13407W,120,320
13411W,120,320
13663W,120,320
13670E,120,320
13671W,120,320
13665W,120,320
13668E,120,320
13667W,120,320
13669W,120,320
13666E,120,320
2529S,30,540
2531S,30,540
2527S,30,540
2001S,60,550
"2018N,2016",60,550
2007S,60,550
2011S,60,550
1999S,60,550
2012N,60,550
2005S,60,550
2009S,60,550
2003S,60,550
1407W,60,550
1416E,60,550
1411W,60,550
1414E,60,550
1418E,60,550
1424E,60,550
1401W,60,550
1408E,60,550
1412E,60,550
1421W,60,550
1404E,60,550
1413W,60,550
1409W,60,550
1410E,60,550
1423W,60,550
1402E,60,550
1405W,60,550
1420E,60,550
1403W,60,550
1422E,60,550
1406E,60,550
5190E,120,550
5184E,120,550
5185W,120,550
5181W,120,550
5194E,120,550
5182E,120,550
5188E,120,550
5186E,120,550
5183W,120,550
5192E,120,550
5180E,120,550
7567S,60,320
7563S,60,320
7565S,60,320
C7152,240,170
C7158,240,170
C7162,240,170
C7168,240,170
C7170,240,170
C7164,240,170
C7148,240,170
C7156,240,170
C7154,240,170
C7160,240,170
C7150,240,170
C7166,240,170
898E,30,540
902E,30,540
892E,30,540
894E,30,540
900E,30,540
896E,30,540
906E,30,540
904E,30,540
910E,30,540
912E,30,540
918E,30,540
907W,30,540
909W,30,540
916E,30,540
908E,30,540
914E,30,540
4559W,120,550
4572E,120,550
4559W,120,550
4576E,120,550
4574E,120,550
4580E,120,550
4578E,120,550
C408,60,550
3733S,120,550
3693S,120,550
3697S,120,550
3699S,120,550
3705S,120,550
3701S,120,550
3703S,120,550
3707S,120,550
13779W,120,320
13789W,120,320
13801W-NC,120,320
13799W-NC,120,320
13781W,120,320
13787W,120,320
13795W-NC,120,320
13791W,120,320
13797W-NC,120,320
13793W,120,320
13785W,120,320
13783W,120,320
6E,120,550
8E,120,550
10E,120,550
2E,120,550
18E,120,550
16E,120,550
14E,120,550
4E,120,550
12E,120,550
20E,120,550
13883W,120,320
13627W,120,320
13887W,120,320
13881W,120,320
13885W,120,320
13920E,120,320
13922E,120,320
13921W,120,320
13919W,120,320
13917W,120,320
13918E,120,320
13312N,120,320
13301S,120,320
13303S,120,320
13310N,120,320
13824N,180,200
13826N,180,200
13828N,180,200
13830N,180,200
13822N,180,200
10047S,60,550
10043S,60,550
10045S,60,550
10041S,60,550
1559W,120,550
1561W,120,550
1567W,120,550
1565W,120,550
1555W,120,550
1557W,120,550
1563W,120,550
3611S,180,550
3607S,180,550
3609S,180,550
1552E,30,540
1550E,30,540
4851W,30,540
4849W,30,540
13306N,120,320
13304N,120,320
13308N,120,320
1006E,120,550
"987W,989W",120,550
990E,120,550
1002E,120,550
13717W,180,200
13721W,180,200
13715W,180,200
7554N,30,540
7552N,30,540
7558N,30,540
7556N,30,540
C1252,60,550
C1250,60,550
C1256,60,550
C1258,60,550
C1278,60,550
1280E,60,550
C1248,60,550
C1254,60,550
1268E,60,550
C1270,60,550
C1266,60,550
C1260,60,550
C1262,60,550
1272E,60,550
C1274,60,550
2555S,30,540
2549S,30,540
2553S,30,540
2551S,30,540
2557S,30,540
13275S,120,320
13269S,120,320
13913W,120,320
13916E,120,320
3862N,120,550
3858N,120,550
3868N,120,550
3860N,120,550
3864N,120,550
3874N,30,540
3876N,30,540
3878N,30,540
3875S,30,540
3873S,30,540
10056N,60,550
10058N,60,550
